name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual13	1	11.29	27	1	11	0	0	99	1	0
playerVirtual14	1	11.95	23	1	9	0	0	99	1	0
playerVirtual15	1	6.65	25	1	9	0	0	99	1	0
playerVirtual16	1	9.96	23	1	7	0	0	99	1	0
playerVirtual17	1	9.96	23	1	6	0	0	99	1	0
playerVirtual18	1	7.3	24	1	6	0	0	99	1	0
playerVirtual19	1	7.3	20	1	6	0	0	99	1	0
playerVirtual20	1	7.97	26	1	6	0	0	99	1	0
playerVirtual21	1	9.29	22	1	5	0	0	99	1	0
playerVirtual22	1	7.3	23	1	5	0	0	99	1	0
playerVirtual23	1	5.31	22	1	5	0	0	99	1	0
playerVirtual24	1	5.97	26	1	5	0	0	99	1	0
playerVirtual25	1	7.3	20	1	5	0	0	99	1	0
playerVirtual26	1	5.97	24	1	4	0	0	99	1	0
playerVirtual27	1	5.97	24	1	4	0	0	99	1	0
playerVirtual28	1	7.96	20	1	4	0	0	99	1	0
playerVirtual29	2	4.65	26	1	4	0	0	99	1	0
playerVirtual30	2	4.65	24	1	4	0	0	99	1	0
playerVirtual31	1	5.31	23	1	4	0	0	99	1	0
playerVirtual32	1	5.31	18	1	3	0	0	99	1	0
playerVirtual33	1	5.97	21	1	3	0	0	99	1	0
playerVirtual34	1	5.31	18	1	3	0	0	99	1	0
playerVirtual35	2	3.32	19	1	3	0	0	99	1	0
playerVirtual36	1	5.97	19	1	3	0	0	99	1	0
playerVirtual37	2	3.98	17	1	3	0	0	99	1	0
playerVirtual38	2	3.98	16	1	2	0	0	99	1	0
playerVirtual39	2	3.32	15	1	2	0	0	99	1	0
playerVirtual40	2	3.32	14	1	2	0	0	99	1	0
playerVirtual41	3	1.99	13	1	2	0	0	99	1	0
playerVirtual42	2	3.98	12	1	2	0	0	99	1	0
playerVirtual43	3	0	11	1	2	0	0	99	1	0
playerVirtual44	2	3.32	10	1	2	0	0	99	1	0
playerVirtual45	2	3.98	9	0	2	0	0	99	1	0
playerVirtual46	3	1.99	8	0	2	0	0	99	1	0
playerVirtual47	3	1.99	7	0	2	0	0	99	1	0
playerVirtual48	3	1.99	6	0	1	0	0	99	1	0
playerVirtual49	3	1.33	5	0	1	0	0	99	1	0
playerVirtual50	3	1.33	4	0	1	0	0	99	1	0
playerVirtual51	3	1.99	3	0	1	0	0	99	1	0
playerVirtual52	3	1.99	2	0	1	0	0	99	1	0
playerVirtual53	3	1.33	1	0	1	0	0	99	1	0
playerVirtual54	3	0	0	0	1	0	0	99	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	13.94	24	1	14	6	0	9	1	0
playerVirtual2	1	9.29	24	1	9	4	0	4	1	0
playerVirtual3	1	14.61	24	1	11	4	0	6	1	0
playerVirtual4	1	11.29	28	1	12	3	0	6	1	0
playerVirtual5	1	15.27	24	1	12	4	0	6	1	0
playerVirtual6	1	5.31	38	1	4	2	0	2	1	0
playerVirtual7	3	1.99	45	1	2	2	0	2	1	0
playerVirtual9	1	12.61	23	1	8	5	0	5	1	0
playerVirtual0	1	5.31	42	1	6	3	0	4	1	0
playerVirtual10	1	13.28	26	1	16	0	0	99	1	0
playerVirtual11	1	7.97	23	1	13	0	0	99	1	0
playerVirtual12	1	13.28	24	1	13	0	0	99	1	0
playerVirtual13	1	11.29	27	1	11	0	0	99	1	0
playerVirtual14	1	11.95	23	1	9	0	0	99	1	0
playerVirtual15	1	6.65	25	1	9	0	0	99	1	0
playerVirtual16	1	9.96	23	1	7	0	0	99	1	0
playerVirtual17	1	9.96	23	1	6	0	0	99	1	0
playerVirtual18	1	7.3	24	1	6	0	0	99	1	0
playerVirtual19	1	7.3	20	1	6	0	0	99	1	0
playerVirtual20	1	7.97	26	1	6	0	0	99	1	0
playerVirtual21	1	9.29	22	1	5	0	0	99	1	0
playerVirtual22	1	7.3	23	1	5	0	0	99	1	0
playerVirtual23	1	5.31	22	1	5	0	0	99	1	0
playerVirtual24	1	5.97	26	1	5	0	0	99	1	0
playerVirtual25	1	7.3	20	1	5	0	0	99	1	0
playerVirtual26	1	5.97	24	1	4	0	0	99	1	0
playerVirtual27	1	5.97	24	1	4	0	0	99	1	0
playerVirtual28	1	7.96	20	1	4	0	0	99	1	0
playerVirtual29	2	4.65	27	1	4	0	0	99	1	0
playerVirtual30	2	4.65	25	1	4	0	0	99	1	0
playerVirtual31	1	5.31	23	1	4	0	0	99	1	0
playerVirtual32	1	5.31	18	1	3	0	0	99	1	0
playerVirtual33	1	5.97	21	1	3	0	0	99	1	0
playerVirtual34	1	5.31	18	1	3	0	0	99	1	0
playerVirtual35	2	3.32	20	1	3	0	0	99	1	0
playerVirtual36	1	5.97	19	1	3	0	0	99	1	0
playerVirtual37	1	5.31	18	1	3	0	0	99	1	0
playerVirtual38	2	3.98	17	1	3	0	0	99	1	0
playerVirtual39	2	3.32	16	1	3	0	0	99	1	0
playerVirtual40	2	3.32	15	1	2	0	0	99	1	0
playerVirtual41	3	1.99	14	1	2	0	0	99	1	0
playerVirtual42	2	3.98	13	1	2	0	0	99	1	0
playerVirtual43	3	0	12	1	2	0	0	99	1	0
playerVirtual44	2	3.32	11	1	2	0	0	99	1	0
playerVirtual45	2	3.98	10	1	2	0	0	99	1	0
playerVirtual46	2	3.32	9	0	2	0	0	99	1	0
playerVirtual47	2	3.98	8	0	2	0	0	99	1	0
playerVirtual48	3	1.99	7	0	1	0	0	99	1	0
playerVirtual49	3	1.33	6	0	1	0	0	99	1	0
playerVirtual50	3	1.33	5	0	1	0	0	99	1	0
playerVirtual51	3	1.99	4	0	1	0	0	99	1	0
playerVirtual52	3	1.99	3	0	1	0	0	99	1	0
playerVirtual53	3	1.33	2	0	1	0	0	99	1	0
playerVirtual54	3	1.99	1	0	1	0	0	99	1	0
playerVirtual55	3	0	0	0	1	0	0	99	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	15.93	25	1	14	6	0	9	1	0
playerVirtual2	1	9.29	25	1	9	4	0	4	1	0
playerVirtual3	1	14.61	25	1	11	4	0	6	1	0
playerVirtual4	1	11.29	29	1	13	4	0	6	1	0
playerVirtual5	1	15.27	25	1	12	4	0	6	1	0
playerVirtual6	1	5.31	39	1	5	2	0	2	1	0
playerVirtual7	3	1.99	46	1	2	2	0	2	1	0
playerVirtual9	1	12.61	24	1	8	5	0	5	1	0
playerVirtual0	1	5.31	43	1	6	3	0	4	1	0
playerVirtual10	1	13.28	27	1	16	0	0	99	1	0
playerVirtual11	1	7.97	24	1	13	0	0	99	1	0
playerVirtual12	1	13.28	25	1	13	0	0	99	1	0
playerVirtual13	1	11.29	28	1	11	0	0	99	1	0
playerVirtual14	1	11.95	24	1	9	0	0	99	1	0
playerVirtual15	1	6.65	26	1	9	0	0	99	1	0
playerVirtual16	1	9.96	24	1	7	0	0	99	1	0
playerVirtual17	1	9.96	24	1	7	1	0	99	1	0
playerVirtual18	1	7.3	25	1	6	0	0	99	1	0
playerVirtual19	1	7.3	21	1	6	0	0	99	1	0
playerVirtual20	1	7.97	27	1	6	0	0	99	1	0
playerVirtual21	1	9.29	23	1	5	0	0	99	1	0
playerVirtual22	1	7.3	24	1	5	0	0	99	1	0
playerVirtual23	1	7.3	23	1	5	0	0	99	1	0
playerVirtual24	1	5.97	27	1	5	0	0	99	1	0
playerVirtual25	1	7.3	21	1	5	0	0	99	1	0
playerVirtual26	1	5.97	25	1	5	0	0	99	1	0
playerVirtual27	1	5.97	25	1	4	0	0	99	1	0
playerVirtual28	1	7.96	21	1	4	0	0	99	1	0
playerVirtual29	2	4.65	28	1	4	0	0	99	1	0
playerVirtual30	2	4.65	26	1	4	0	0	99	1	0
playerVirtual31	1	5.31	24	1	4	0	0	99	1	0
playerVirtual32	1	5.31	19	1	3	0	0	99	1	0
playerVirtual33	1	5.97	22	1	3	0	0	99	1	0
playerVirtual34	1	5.31	19	1	3	0	0	99	1	0
playerVirtual35	2	3.32	21	1	3	0	0	99	1	0
playerVirtual36	1	5.97	20	1	3	0	0	99	1	0
playerVirtual37	1	5.31	19	1	3	0	0	99	1	0
playerVirtual38	2	3.98	18	1	3	0	0	99	1	0
playerVirtual39	1	5.31	18	1	3	0	0	99	1	0
playerVirtual40	2	3.32	16	1	2	0	0	99	1	0
playerVirtual41	3	1.99	15	1	2	0	0	99	1	0
playerVirtual42	2	3.98	14	1	2	0	0	99	1	0
playerVirtual43	3	0	13	1	2	0	0	99	1	0
playerVirtual44	2	3.32	12	1	2	0	0	99	1	0
playerVirtual45	2	3.98	11	1	2	0	0	99	1	0
playerVirtual46	2	3.32	10	1	2	0	0	99	1	0
playerVirtual47	2	3.98	9	0	2	0	0	99	1	0
playerVirtual48	3	1.99	8	0	2	0	0	99	1	0
playerVirtual49	3	1.33	7	0	1	0	0	99	1	0
playerVirtual50	3	1.33	6	0	1	0	0	99	1	0
playerVirtual51	3	1.99	5	0	1	0	0	99	1	0
playerVirtual52	3	1.99	4	0	1	0	0	99	1	0
playerVirtual53	3	1.33	3	0	1	0	0	99	1	0
playerVirtual54	3	1.99	2	0	1	0	0	99	1	0
playerVirtual55	3	1.99	1	0	1	0	0	99	1	0
playerVirtual56	3	0	0	0	1	0	0	99	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	15.93	25	1	14	6	0	9	1	0
playerVirtual2	1	9.29	25	1	10	4	0	4	1	0
playerVirtual3	1	14.61	25	1	11	4	0	6	1	0
playerVirtual4	1	11.29	29	1	13	4	0	6	1	0
playerVirtual5	1	15.27	25	1	12	4	0	6	1	0
playerVirtual6	1	5.31	39	1	5	2	0	2	1	0
playerVirtual7	3	1.99	47	1	2	2	0	2	1	0
playerVirtual9	1	12.61	24	1	8	5	0	5	1	0
playerVirtual0	1	5.31	43	1	6	3	0	4	1	0
playerVirtual10	1	13.28	27	1	16	0	0	99	1	0
playerVirtual11	1	7.97	24	1	13	0	0	99	1	0
playerVirtual12	1	13.28	25	1	13	0	0	99	1	0
playerVirtual13	1	11.29	28	1	11	0	0	99	1	0
playerVirtual14	1	11.95	24	1	9	0	0	99	1	0
playerVirtual15	1	6.65	26	1	9	0	0	99	1	0
playerVirtual16	1	9.96	24	1	7	0	0	99	1	0
playerVirtual17	1	9.96	24	1	7	0	0	99	1	0
playerVirtual18	1	7.3	25	1	6	0	0	99	1	0
playerVirtual19	1	7.3	21	1	6	0	0	99	1	0
playerVirtual20	1	7.97	27	1	6	0	0	99	1	0
playerVirtual21	1	9.29	23	1	5	0	0	99	1	0
playerVirtual22	1	7.3	24	1	5	0	0	99	1	0
playerVirtual23	1	7.3	23	1	5	0	0	99	1	0
playerVirtual24	1	5.97	27	1	5	0	0	99	1	0
playerVirtual25	1	7.3	21	1	5	0	0	99	1	0
playerVirtual26	1	5.97	25	1	5	0	0	99	1	0
playerVirtual27	1	5.97	25	1	4	0	0	99	1	0
playerVirtual28	1	7.96	21	1	4	0	0	99	1	0
playerVirtual29	2	4.65	29	1	4	0	0	99	1	0
playerVirtual30	2	4.65	27	1	4	0	0	99	1	0
playerVirtual31	1	5.31	24	1	4	0	0	99	1	0
playerVirtual32	1	5.31	19	1	4	0	0	99	1	0
playerVirtual33	1	5.97	22	1	3	0	0	99	1	0
playerVirtual34	1	5.31	19	1	3	0	0	99	1	0
playerVirtual35	2	3.32	22	1	3	0	0	99	1	0
playerVirtual36	1	5.97	20	1	3	0	0	99	1	0
playerVirtual37	1	5.31	19	1	3	0	0	99	1	0
playerVirtual38	2	3.98	19	1	3	0	0	99	1	0
playerVirtual39	1	5.31	18	1	3	0	0	99	1	0
playerVirtual40	2	3.32	17	1	2	0	0	99	1	0
playerVirtual41	3	1.99	16	1	2	0	0	99	1	0
playerVirtual42	2	3.98	15	1	2	0	0	99	1	0
playerVirtual43	3	0	14	1	2	0	0	99	1	0
playerVirtual44	2	3.32	13	1	2	0	0	99	1	0
playerVirtual45	2	3.98	12	1	2	0	0	99	1	0
playerVirtual46	2	3.32	11	1	2	0	0	99	1	0
playerVirtual47	2	3.98	10	1	2	0	0	99	1	0
playerVirtual48	2	3.98	9	0	2	0	0	99	1	0
playerVirtual49	3	1.33	8	0	1	0	0	99	1	0
playerVirtual50	3	1.33	7	0	1	0	0	99	1	0
playerVirtual51	3	1.99	6	0	1	0	0	99	1	0
playerVirtual52	3	1.99	5	0	1	0	0	99	1	0
playerVirtual53	3	1.33	4	0	1	0	0	99	1	0
playerVirtual54	3	1.99	3	0	1	0	0	99	1	0
playerVirtual55	3	1.99	2	0	1	0	0	99	1	0
playerVirtual56	3	1.99	1	0	1	0	0	99	1	0
playerVirtual57	3	0	0	0	1	0	0	99	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	15.93	26	1	14	6	0	9	1	0
playerVirtual2	1	9.29	26	1	10	4	0	4	1	0
playerVirtual3	1	14.61	26	1	11	3	0	6	1	0
playerVirtual4	1	11.29	30	1	13	4	0	6	1	0
playerVirtual5	1	15.27	26	1	12	4	0	6	1	0
playerVirtual6	1	7.3	40	1	5	2	0	2	1	0
playerVirtual7	3	1.99	48	1	2	2	0	2	1	0
playerVirtual9	1	12.61	25	1	8	5	0	5	1	0
playerVirtual0	1	5.31	44	1	6	3	0	4	1	0
playerVirtual10	1	13.28	28	1	17	0	0	99	1	0
playerVirtual11	1	7.97	25	1	14	0	0	99	1	0
playerVirtual12	1	13.28	26	1	13	0	0	99	1	0
playerVirtual13	1	11.29	29	1	11	0	0	99	1	0
playerVirtual14	1	11.95	25	1	9	0	0	99	1	0
playerVirtual15	1	6.65	27	1	9	0	0	99	1	0
playerVirtual16	1	9.96	25	1	7	0	0	99	1	0
playerVirtual17	1	11.95	25	1	7	0	0	99	1	0
playerVirtual18	1	7.3	26	1	6	0	0	99	1	0
playerVirtual19	1	7.3	22	1	6	0	0	99	1	0
playerVirtual20	1	7.97	28	1	6	0	0	99	1	0
playerVirtual21	1	9.29	24	1	5	0	0	99	1	0
playerVirtual22	1	7.3	25	1	6	0	0	99	1	0
playerVirtual23	1	7.3	24	1	5	0	0	99	1	0
playerVirtual24	1	5.97	28	1	5	0	0	99	1	0
playerVirtual25	1	7.3	22	1	5	0	0	99	1	0
playerVirtual26	1	7.96	26	1	5	0	0	99	1	0
playerVirtual27	1	5.97	26	1	4	0	0	99	1	0
playerVirtual28	1	7.96	22	1	4	0	0	99	1	0
playerVirtual29	2	4.65	30	1	4	0	0	99	1	0
playerVirtual30	2	4.65	28	1	4	0	0	99	1	0
playerVirtual31	1	5.31	25	1	4	0	0	99	1	0
playerVirtual32	1	6.64	20	1	4	0	0	99	1	0
playerVirtual33	1	5.97	23	1	3	0	0	99	1	0
playerVirtual34	1	5.31	20	1	3	0	0	99	1	0
playerVirtual35	2	3.32	23	1	3	0	0	99	1	0
playerVirtual36	1	5.97	21	1	3	0	0	99	1	0
playerVirtual37	1	5.31	20	1	3	0	0	99	1	0
playerVirtual38	2	3.98	20	1	3	0	0	99	1	0
playerVirtual39	1	5.31	19	1	3	0	0	99	1	0
playerVirtual40	2	3.32	18	1	2	0	0	99	1	0
playerVirtual41	3	1.99	17	1	2	0	0	99	1	0
playerVirtual42	2	3.98	16	1	2	0	0	99	1	0
playerVirtual43	3	0	15	1	2	0	0	99	1	0
playerVirtual44	2	3.32	14	1	2	0	0	99	1	0
playerVirtual45	2	3.98	13	1	2	0	0	99	1	0
playerVirtual46	2	3.32	12	1	2	0	0	99	1	0
playerVirtual47	2	3.98	11	1	2	0	0	99	1	0
playerVirtual48	2	3.98	10	1	2	0	0	99	1	0
playerVirtual49	3	1.33	9	0	2	0	0	99	1	0
playerVirtual50	3	1.33	8	0	2	1	0	99	1	0
playerVirtual51	3	1.99	7	0	1	0	0	99	1	0
playerVirtual52	3	1.99	6	0	1	0	0	99	1	0
playerVirtual53	3	1.33	5	0	1	0	0	99	1	0
playerVirtual54	3	1.99	4	0	1	0	0	99	1	0
playerVirtual55	3	1.99	3	0	1	0	0	99	1	0
playerVirtual56	3	1.99	2	0	1	0	0	99	1	0
playerVirtual57	3	1.99	1	0	1	0	0	99	1	0
playerVirtual58	3	0	0	0	1	0	0	99	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	15.93	26	1	14	6	0	9	1	0
playerVirtual2	1	9.29	26	1	10	4	0	4	1	0
playerVirtual3	1	14.61	26	1	12	4	0	6	1	0
playerVirtual4	1	11.29	30	1	13	4	0	6	1	0
playerVirtual5	1	15.27	26	1	12	4	0	6	1	0
playerVirtual6	1	7.3	40	1	5	2	0	2	1	0
playerVirtual7	3	1.99	49	1	2	2	0	2	1	0
playerVirtual9	1	12.61	25	1	8	5	0	5	1	0
playerVirtual0	1	5.31	44	1	6	3	0	4	1	0
playerVirtual10	1	13.28	28	1	17	0	0	99	1	0
playerVirtual11	1	7.97	25	1	14	0	0	99	1	0
playerVirtual12	1	13.28	26	1	13	0	0	99	1	0
playerVirtual13	1	11.29	29	1	11	0	0	99	1	0
playerVirtual14	1	11.95	25	1	9	0	0	99	1	0
playerVirtual15	1	6.65	27	1	9	0	0	99	1	0
playerVirtual16	1	9.96	25	1	7	0	0	99	1	0
playerVirtual17	1	11.95	25	1	7	0	0	99	1	0
playerVirtual18	1	7.3	26	1	6	0	0	99	1	0
playerVirtual19	1	7.3	22	1	6	0	0	99	1	0
playerVirtual20	1	7.97	28	1	6	0	0	99	1	0
playerVirtual21	1	9.29	24	1	5	0	0	99	1	0
playerVirtual22	1	7.3	25	1	6	0	0	99	1	0
playerVirtual23	1	7.3	24	1	5	0	0	99	1	0
playerVirtual24	1	5.97	28	1	5	0	0	99	1	0
playerVirtual25	1	7.3	22	1	5	0	0	99	1	0
playerVirtual26	1	7.96	26	1	5	0	0	99	1	0
playerVirtual27	1	5.97	26	1	5	0	0	99	1	0
playerVirtual28	1	7.96	22	1	4	0	0	99	1	0
playerVirtual29	2	4.65	31	1	4	0	0	99	1	0
playerVirtual30	2	4.65	29	1	4	0	0	99	1	0
playerVirtual31	1	5.31	25	1	4	0	0	99	1	0
playerVirtual32	1	6.64	20	1	4	0	0	99	1	0
playerVirtual33	1	5.97	23	1	3	0	0	99	1	0
playerVirtual34	1	5.31	20	1	3	0	0	99	1	0
playerVirtual35	2	3.32	24	1	3	0	0	99	1	0
playerVirtual36	1	5.97	21	1	3	0	0	99	1	0
playerVirtual37	1	5.31	20	1	3	0	0	99	1	0
playerVirtual38	2	3.98	21	1	3	0	0	99	1	0
playerVirtual39	1	5.31	19	1	3	0	0	99	1	0
playerVirtual40	2	3.32	19	1	2	0	0	99	1	0
playerVirtual41	3	1.99	18	1	2	0	0	99	1	0
playerVirtual42	2	3.98	17	1	2	0	0	99	1	0
playerVirtual43	3	0	16	1	2	0	0	99	1	0
playerVirtual44	2	3.32	15	1	2	0	0	99	1	0
playerVirtual45	2	3.98	14	1	2	0	0	99	1	0
playerVirtual46	2	3.32	13	1	2	0	0	99	1	0
playerVirtual47	2	3.98	12	1	2	0	0	99	1	0
playerVirtual48	2	3.98	11	1	2	0	0	99	1	0
playerVirtual49	2	2.66	10	1	2	0	0	99	1	0
playerVirtual50	2	3.32	9	0	2	0	0	99	1	0
playerVirtual51	3	1.99	8	0	1	0	0	99	1	0
playerVirtual52	3	1.99	7	0	1	0	0	99	1	0
playerVirtual53	3	1.33	6	0	1	0	0	99	1	0
playerVirtual54	3	1.99	5	0	1	0	0	99	1	0
playerVirtual55	3	1.99	4	0	1	0	0	99	1	0
playerVirtual56	3	1.99	3	0	1	0	0	99	1	0
playerVirtual57	3	1.99	2	0	1	0	0	99	1	0
playerVirtual58	3	1.99	1	0	1	0	0	99	1	0
playerVirtual59	3	0	0	0	1	0	0	99	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	15.93	27	1	14	6	0	9	1	0
playerVirtual2	1	9.29	27	1	10	4	0	4	1	0
playerVirtual3	1	15.94	27	1	12	4	0	6	1	0
playerVirtual4	1	11.29	31	1	13	4	0	6	1	0
playerVirtual5	1	15.27	27	1	12	4	0	6	1	0
playerVirtual6	1	7.3	41	1	5	2	0	2	1	0
playerVirtual7	3	1.99	50	1	2	2	0	2	1	0
playerVirtual9	1	12.61	26	1	8	5	0	5	1	0
playerVirtual0	1	5.31	45	1	6	3	0	4	1	0
playerVirtual10	1	14.61	29	1	17	0	0	99	1	0
playerVirtual11	1	7.97	26	1	14	0	0	99	1	0
playerVirtual12	1	13.28	27	1	14	0	0	99	1	0
playerVirtual13	1	11.29	30	1	11	0	0	99	1	0
playerVirtual14	1	11.95	26	1	9	0	0	99	1	0
playerVirtual15	1	6.65	28	1	9	0	0	99	1	0
playerVirtual16	1	9.96	26	1	7	0	0	99	1	0
playerVirtual17	1	11.95	26	1	7	0	0	99	1	0
playerVirtual18	1	7.3	27	1	7	0	0	99	1	0
playerVirtual19	1	7.3	23	1	6	0	0	99	1	0
playerVirtual20	1	7.97	29	1	6	0	0	99	1	0
playerVirtual21	1	9.29	25	1	5	0	0	99	1	0
playerVirtual22	1	8.63	26	1	6	0	0	99	1	0
playerVirtual23	1	7.3	25	1	5	0	0	99	1	0
playerVirtual24	1	5.97	29	1	5	0	0	99	1	0
playerVirtual25	1	7.3	23	1	5	0	0	99	1	0
playerVirtual26	1	7.96	27	1	5	0	0	99	1	0
playerVirtual27	1	7.96	27	1	5	0	0	99	1	0
playerVirtual28	1	7.96	23	1	4	0	0	99	1	0
playerVirtual29	2	4.65	32	1	4	0	0	99	1	0
playerVirtual30	2	4.65	30	1	4	0	0	99	1	0
playerVirtual31	1	5.31	26	1	4	0	0	99	1	0
playerVirtual32	1	6.64	21	1	4	0	0	99	1	0
playerVirtual33	1	5.97	24	1	3	0	0	99	1	0
playerVirtual34	1	5.31	21	1	3	0	0	99	1	0
playerVirtual35	2	3.32	25	1	3	0	0	99	1	0
playerVirtual36	1	5.97	22	1	3	0	0	99	1	0
playerVirtual37	1	5.31	21	1	3	0	0	99	1	0
playerVirtual38	2	3.98	22	1	3	0	0	99	1	0
playerVirtual39	1	5.31	20	1	3	0	0	99	1	0
playerVirtual40	2	3.32	20	1	2	0	0	99	1	0
playerVirtual41	3	1.99	19	1	2	0	0	99	1	0
playerVirtual42	2	3.98	18	1	2	0	0	99	1	0
playerVirtual43	3	0	17	1	2	0	0	99	1	0
playerVirtual44	2	3.32	16	1	2	0	0	99	1	0
playerVirtual45	2	3.98	15	1	2	0	0	99	1	0
playerVirtual46	2	3.32	14	1	2	0	0	99	1	0
playerVirtual47	2	3.98	13	1	2	0	0	99	1	0
playerVirtual48	2	3.98	12	1	2	0	0	99	1	0
playerVirtual49	2	2.66	11	1	2	0	0	99	1	0
playerVirtual50	2	3.32	10	1	2	0	0	99	1	0
playerVirtual51	3	1.99	9	0	1	0	0	99	1	0
playerVirtual52	3	1.99	8	0	1	0	0	99	1	0
playerVirtual53	3	1.33	7	0	1	0	0	99	1	0
playerVirtual54	3	1.99	6	0	1	0	0	99	1	0
playerVirtual55	3	1.99	5	0	1	0	0	99	1	0
playerVirtual56	3	1.99	4	0	1	0	0	99	1	0
playerVirtual57	3	1.99	3	0	1	0	0	99	1	0
playerVirtual58	3	1.99	2	0	1	0	0	99	1	0
playerVirtual59	3	1.99	1	0	1	0	0	99	1	0
playerVirtual60	3	0	0	0	1	0	0	99	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	15.93	27	1	14	6	0	9	1	0
playerVirtual2	1	9.29	27	1	10	4	0	4	1	0
playerVirtual3	1	15.94	27	1	12	4	0	6	1	0
playerVirtual4	1	11.29	31	1	13	4	0	6	1	0
playerVirtual5	1	15.27	27	1	12	4	0	6	1	0
playerVirtual6	1	7.3	41	1	5	2	0	2	1	0
playerVirtual7	3	1.99	51	1	2	2	0	2	1	0
playerVirtual9	1	12.61	26	1	8	5	0	5	1	0
playerVirtual0	1	5.31	45	1	6	3	0	4	1	0
playerVirtual10	1	14.61	29	1	17	0	0	99	1	0
playerVirtual11	1	7.97	26	1	14	0	0	99	1	0
playerVirtual12	1	13.28	27	1	14	0	0	99	1	0
playerVirtual13	1	11.29	30	1	11	0	0	99	1	0
playerVirtual14	1	11.95	26	1	9	0	0	99	1	0
playerVirtual15	1	6.65	28	1	9	0	0	99	1	0
playerVirtual16	1	9.96	26	1	7	0	0	99	1	0
playerVirtual17	1	11.95	26	1	7	0	0	99	1	0
playerVirtual18	1	7.3	27	1	7	0	0	99	1	0
playerVirtual19	1	7.3	23	1	6	0	0	99	1	0
playerVirtual20	1	7.97	29	1	7	0	0	99	1	0
playerVirtual21	1	9.29	25	1	5	0	0	99	1	0
playerVirtual22	1	8.63	26	1	6	0	0	99	1	0
playerVirtual23	1	7.3	25	1	5	0	0	99	1	0
playerVirtual24	1	5.97	29	1	5	0	0	99	1	0
playerVirtual25	1	7.3	23	1	5	0	0	99	1	0
playerVirtual26	1	7.96	27	1	5	0	0	99	1	0
playerVirtual27	1	7.96	27	1	5	0	0	99	1	0
playerVirtual28	1	7.96	23	1	4	0	0	99	1	0
playerVirtual29	2	4.65	33	1	4	0	0	99	1	0
playerVirtual30	2	4.65	31	1	4	0	0	99	1	0
playerVirtual31	1	5.31	26	1	4	0	0	99	1	0
playerVirtual32	1	6.64	21	1	4	0	0	99	1	0
playerVirtual33	1	5.97	24	1	3	0	0	99	1	0
playerVirtual34	1	5.31	21	1	3	0	0	99	1	0
playerVirtual35	2	3.32	26	1	3	0	0	99	1	0
playerVirtual36	1	5.97	22	1	3	0	0	99	1	0
playerVirtual37	1	5.31	21	1	3	0	0	99	1	0
playerVirtual38	2	3.98	23	1	3	0	0	99	1	0
playerVirtual39	1	5.31	20	1	3	0	0	99	1	0
playerVirtual40	2	3.32	21	1	3	0	0	99	1	0
playerVirtual41	3	1.99	20	1	3	0	0	99	1	0
playerVirtual42	2	3.98	19	1	2	0	0	99	1	0
playerVirtual43	3	0	18	1	2	0	0	99	1	0
playerVirtual44	2	3.32	17	1	2	0	0	99	1	0
playerVirtual45	2	3.98	16	1	2	0	0	99	1	0
playerVirtual46	2	3.32	15	1	2	0	0	99	1	0
playerVirtual47	2	3.98	14	1	2	0	0	99	1	0
playerVirtual48	2	3.98	13	1	2	0	0	99	1	0
playerVirtual49	2	2.66	12	1	2	0	0	99	1	0
playerVirtual50	2	3.32	11	1	2	0	0	99	1	0
playerVirtual51	3	1.99	10	0	1	0	0	99	1	0
playerVirtual52	3	1.99	9	0	1	0	0	99	1	0
playerVirtual53	3	1.33	8	0	1	0	0	99	1	0
playerVirtual54	3	1.99	7	0	1	0	0	99	1	0
playerVirtual55	3	1.99	6	0	1	0	0	99	1	0
playerVirtual56	3	1.99	5	0	1	0	0	99	1	0
playerVirtual57	3	1.99	4	0	1	0	0	99	1	0
playerVirtual58	3	1.99	3	0	1	0	0	99	1	0
playerVirtual59	3	1.99	2	0	1	0	0	99	1	0
playerVirtual60	3	0	1	0	1	0	0	99	1	0
playerVirtual61	3	0	0	0	1	0	0	99	1	0
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	15.93	28	1	14	6	0	9	1	0
playerVirtual2	1	9.29	28	1	10	4	0	4	1	0
playerVirtual3	1	15.94	28	1	12	4	0	6	1	0
playerVirtual4	1	11.29	32	1	13	3	0	6	1	0
playerVirtual5	1	15.27	28	1	12	4	0	6	1	0
playerVirtual6	1	7.3	42	1	5	2	0	2	1	0
playerVirtual7	3	1.99	52	1	2	2	0	2	1	0
playerVirtual9	1	12.61	27	1	8	5	0	5	1	0
playerVirtual0	1	5.31	46	1	6	3	0	4	1	0
